#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Ice Shape DATA SUBMITTAL FORM for Test Case ONERAM6, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 2.0 deg
#                           Mach Number: 0.4 [-]
#       Mean aerodynamic chord (M.A.C.): 0.801673 [m]
#                       Reynolds Number: 4.2558 million (based on MAC)
#                       Freestream Temp: 267.15 [K]
#                        Reference area: 1.1532 [m2]
#               Moment Reference Center: 0.25, 0, 0 [m] (X, Y, Z)
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "insert the number of total ice layers"
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p1_BINS01_KS_1mm_SINGLE_LAYER"
0.80722 0.75000 -0.03632 
0.79263 0.75000 -0.03681 
0.77813 0.75000 -0.03720 
0.76376 0.75000 -0.03750 
0.74955 0.75000 -0.03770 
0.73556 0.75000 -0.03782 
0.72180 0.75000 -0.03784 
0.70833 0.75000 -0.03779 
0.69516 0.75000 -0.03767 
0.68232 0.75000 -0.03748 
0.66984 0.75000 -0.03723 
0.65773 0.75000 -0.03694 
0.64602 0.75000 -0.03660 
0.63472 0.75000 -0.03622 
0.62383 0.75000 -0.03580 
0.61337 0.75000 -0.03536 
0.60333 0.75000 -0.03490 
0.59372 0.75000 -0.03442 
0.58454 0.75000 -0.03392 
0.57578 0.75000 -0.03340 
0.56743 0.75000 -0.03287 
0.55950 0.75000 -0.03234 
0.55196 0.75000 -0.03179 
0.54481 0.75000 -0.03124 
0.53804 0.75000 -0.03069 
0.53163 0.75000 -0.03013 
0.52599 0.74977 -0.03116 
0.52244 0.74859 -0.03587 
0.51578 0.74935 -0.04030 
0.50881 0.75042 -0.04090 
0.50359 0.75068 -0.04144 
0.49861 0.75095 -0.04109 
0.49424 0.75102 -0.04081 
0.49013 0.75109 -0.04039 
0.48632 0.75112 -0.04000 
0.48277 0.75114 -0.03964 
0.47947 0.75114 -0.03934 
0.47641 0.75111 -0.03912 
0.47357 0.75107 -0.03896 
0.47093 0.75102 -0.03884 
0.46841 0.75099 -0.03871 
0.46600 0.75100 -0.03855 
0.46366 0.75105 -0.03834 
0.46137 0.75115 -0.03808 
0.45911 0.75130 -0.03774 
0.45689 0.75151 -0.03733 
0.45468 0.75177 -0.03683 
0.45250 0.75208 -0.03623 
0.45035 0.75243 -0.03551 
0.44825 0.75280 -0.03468 
0.44623 0.75319 -0.03371 
0.44429 0.75357 -0.03262 
0.44246 0.75393 -0.03141 
0.44077 0.75425 -0.03008 
0.43923 0.75453 -0.02867 
0.43784 0.75476 -0.02717 
0.43663 0.75492 -0.02563 
0.43559 0.75502 -0.02407 
0.43472 0.75504 -0.02250 
0.43402 0.75500 -0.02096 
0.43348 0.75490 -0.01945 
0.43308 0.75474 -0.01801 
0.43281 0.75453 -0.01664 
0.43267 0.75428 -0.01535 
0.43262 0.75398 -0.01416 
0.43267 0.75365 -0.01306 
0.43279 0.75330 -0.01208 
0.43297 0.75294 -0.01119 
0.43319 0.75256 -0.01041 
0.43345 0.75218 -0.00973 
0.43374 0.75180 -0.00915 
0.43403 0.75143 -0.00866 
0.43432 0.75107 -0.00825 
0.43460 0.75073 -0.00791 
0.43486 0.75042 -0.00762 
0.43508 0.75014 -0.00738 
0.43507 0.75000 -0.00698 
0.43484 0.75000 -0.00659 
0.43462 0.75000 -0.00619 
0.43442 0.75000 -0.00580 
0.43424 0.75000 -0.00542 
0.43407 0.75000 -0.00503 
0.43392 0.75000 -0.00466 
0.43377 0.75000 -0.00429 
0.43365 0.75000 -0.00391 
0.43353 0.75000 -0.00354 
0.43343 0.75000 -0.00319 
0.43333 0.75000 -0.00284 
0.43325 0.75000 -0.00247 
0.43318 0.75000 -0.00208 
0.43313 0.75000 -0.00175 
0.43308 0.75000 -0.00146 
0.43304 0.75000 -0.00100 
0.43302 0.75000 -0.00048 
0.43300 0.75000 -0.00012 
0.43300 0.75000 0.00000 
0.43300 0.75000 0.00012 
0.43292 0.75006 0.00042 
0.43283 0.75012 0.00034 
0.43269 0.75022 0.00003 
0.43220 0.75053 -0.00019 
0.43191 0.75073 -0.00043 
0.43136 0.75109 -0.00058 
0.43086 0.75142 -0.00074 
0.43027 0.75181 -0.00077 
0.42971 0.75219 -0.00074 
0.42911 0.75261 -0.00065 
0.42846 0.75305 -0.00041 
0.42783 0.75349 -0.00021 
0.42715 0.75397 0.00022 
0.42650 0.75445 0.00060 
0.42581 0.75495 0.00118 
0.42513 0.75545 0.00179 
0.42447 0.75595 0.00253 
0.42383 0.75645 0.00338 
0.42322 0.75695 0.00431 
0.42265 0.75743 0.00536 
0.42213 0.75790 0.00652 
0.42166 0.75835 0.00778 
0.42126 0.75877 0.00916 
0.42093 0.75916 0.01064 
0.42070 0.75951 0.01223 
0.42057 0.75982 0.01392 
0.42055 0.76009 0.01570 
0.42065 0.76029 0.01758 
0.42089 0.76044 0.01953 
0.42129 0.76051 0.02155 
0.42185 0.76052 0.02363 
0.42258 0.76044 0.02576 
0.42351 0.76028 0.02790 
0.42463 0.76002 0.03005 
0.42597 0.75967 0.03218 
0.42755 0.75921 0.03426 
0.42937 0.75864 0.03628 
0.43145 0.75795 0.03814 
0.43381 0.75713 0.03990 
0.43642 0.75621 0.04133 
0.43934 0.75514 0.04263 
0.44243 0.75401 0.04336 
0.44591 0.75270 0.04391 
0.44935 0.75146 0.04362 
0.45329 0.74998 0.04305 
0.45681 0.74877 0.04133 
0.46091 0.74730 0.03899 
0.46398 0.74645 0.03507 
0.46691 0.74574 0.02945 
0.46593 0.74731 0.02185 
0.46317 0.75000 0.02152 
0.46529 0.75000 0.02191 
0.46754 0.75000 0.02229 
0.46995 0.75000 0.02269 
0.47252 0.75000 0.02310 
0.47525 0.75000 0.02352 
0.47816 0.75000 0.02395 
0.48127 0.75000 0.02441 
0.48458 0.75000 0.02488 
0.48810 0.75000 0.02536 
0.49185 0.75000 0.02585 
0.49584 0.75000 0.02636 
0.50008 0.75000 0.02687 
0.50459 0.75000 0.02740 
0.50938 0.75000 0.02794 
0.51446 0.75000 0.02848 
0.51986 0.75000 0.02903 
0.52558 0.75000 0.02958 
0.53163 0.75000 0.03013 
0.53804 0.75000 0.03069 
0.54481 0.75000 0.03124 
0.55196 0.75000 0.03179 
0.55950 0.75000 0.03234 
0.56743 0.75000 0.03287 
0.57578 0.75000 0.03340 
0.58454 0.75000 0.03392 
0.59372 0.75000 0.03442 
0.60333 0.75000 0.03490 
0.61337 0.75000 0.03536 
0.62383 0.75000 0.03580 
0.63472 0.75000 0.03622 
0.64602 0.75000 0.03660 
0.65773 0.75000 0.03694 
0.66984 0.75000 0.03723 
0.68232 0.75000 0.03748 
0.69516 0.75000 0.03767 
0.70833 0.75000 0.03779 
0.72180 0.75000 0.03784 
0.73556 0.75000 0.03782 
0.74955 0.75000 0.03770 
0.76376 0.75000 0.03750 
0.77813 0.75000 0.03720 
0.79263 0.75000 0.03681 
0.80722 0.75000 0.03632 
0.82185 0.75000 0.03574 
0.83648 0.75000 0.03507 
0.85106 0.75000 0.03432 
0.86556 0.75000 0.03350 
0.87994 0.75000 0.03261 
0.89414 0.75000 0.03167 
0.90814 0.75000 0.03069 
0.92189 0.75000 0.02967 
0.93537 0.75000 0.02864 
0.94854 0.75000 0.02759 
0.96138 0.75000 0.02653 
0.97386 0.75000 0.02548 
0.98596 0.75000 0.02443 
0.99767 0.75000 0.02340 
1.00898 0.75000 0.02239 
1.01986 0.75000 0.02139 
1.03033 0.75000 0.02041 
1.04037 0.75000 0.01946 
1.04998 0.75000 0.01853 
1.05916 0.75000 0.01762 
1.06792 0.75000 0.01674 
1.07626 0.75000 0.01588 
1.08420 0.75000 0.01505 
1.09174 0.75000 0.01424 
1.09888 0.75000 0.01347 
1.10565 0.75000 0.01272 
1.11206 0.75000 0.01200 
1.11812 0.75000 0.01131 
1.12384 0.75000 0.01065 
1.12923 0.75000 0.01002 
1.13432 0.75000 0.00942 
1.13911 0.75000 0.00884 
1.14362 0.75000 0.00830 
1.14786 0.75000 0.00778 
1.15185 0.75000 0.00730 
1.15560 0.75000 0.00684 
1.15912 0.75000 0.00640 
1.16243 0.75000 0.00599 
1.16553 0.75000 0.00561 
1.16844 0.75000 0.00525 
1.17118 0.75000 0.00491 
1.17374 0.75000 0.00459 
1.17615 0.75000 0.00430 
1.17841 0.75000 0.00402 
1.18052 0.75000 0.00376 
1.18251 0.75000 0.00352 
1.18437 0.75000 0.00329 
1.18611 0.75000 0.00308 
1.18775 0.75000 0.00287 
1.18928 0.75000 0.00269 
1.19072 0.75000 0.00251 
1.19207 0.75000 0.00234 
1.19334 0.75000 0.00219 
1.19452 0.75000 0.00204 
1.19564 0.75000 0.00190 
1.19668 0.75000 0.00177 
1.19766 0.75000 0.00165 
1.19858 0.75000 0.00154 
1.19944 0.75000 0.00143 
1.20025 0.75000 0.00133 
1.20101 0.75000 0.00123 
1.20173 0.75000 0.00114 
1.20240 0.75000 0.00106 
1.20303 0.75000 0.00098 
1.20361 0.75000 0.00090 
1.20417 0.75000 0.00083 
1.20469 0.75000 0.00077 
1.20517 0.75000 0.00071 
1.20563 0.75000 0.00065 
1.20606 0.75000 0.00059 
1.20646 0.75000 0.00054 
1.20683 0.75000 0.00050 
1.20719 0.75000 0.00045 
1.20751 0.75000 0.00041 
1.20782 0.75000 0.00037 
1.20811 0.75000 0.00033 
1.20838 0.75000 0.00030 
1.20862 0.75000 0.00027 
1.20886 0.75000 0.00024 
1.20907 0.75000 0.00021 
1.20927 0.75000 0.00018 
1.20945 0.75000 0.00016 
1.20962 0.75000 0.00014 
1.20978 0.75000 0.00012 
1.20992 0.75000 0.00010 
1.21005 0.75000 0.00008 
1.21016 0.75000 0.00007 
1.21027 0.75000 0.00006 
1.21036 0.75000 0.00004 
1.21044 0.75000 0.00003 
1.21051 0.75000 0.00002 
1.21057 0.75000 0.00002 
1.21062 0.75000 0.00001 
1.21065 0.75000 0.00001 
1.21068 0.75000 0.00000 
1.21069 0.75000 0.00000 
1.21070 0.75000 0.00000 

ZONE T="SLICE_Y_1p4_BINS15_KS_1mm_SINGLE_LAYER"
1.39331 1.40000 0.00000 
1.39330 1.40000 -0.00000 
1.39329 1.40000 -0.00000 
1.39327 1.40000 -0.00000 
1.39324 1.40000 -0.00001 
1.39321 1.40000 -0.00001 
1.39316 1.40000 -0.00002 
1.39311 1.40000 -0.00002 
1.39305 1.40000 -0.00003 
1.39298 1.40000 -0.00004 
1.39290 1.40000 -0.00005 
1.39282 1.40000 -0.00006 
1.39272 1.40000 -0.00008 
1.39261 1.40000 -0.00009 
1.39250 1.40000 -0.00010 
1.39237 1.40000 -0.00012 
1.39223 1.40000 -0.00014 
1.39208 1.40000 -0.00016 
1.39192 1.40000 -0.00018 
1.39174 1.40000 -0.00020 
1.39156 1.40000 -0.00022 
1.39136 1.40000 -0.00025 
1.39114 1.40000 -0.00028 
1.39091 1.40000 -0.00031 
1.39066 1.40000 -0.00034 
1.39040 1.40000 -0.00037 
1.39011 1.40000 -0.00041 
1.38981 1.40000 -0.00045 
1.38949 1.40000 -0.00049 
1.38915 1.40000 -0.00053 
1.38878 1.40000 -0.00058 
1.38839 1.40000 -0.00063 
1.38798 1.40000 -0.00068 
1.38753 1.40000 -0.00074 
1.38706 1.40000 -0.00080 
1.38656 1.40000 -0.00086 
1.38602 1.40000 -0.00093 
1.38545 1.40000 -0.00100 
1.38484 1.40000 -0.00107 
1.38419 1.40000 -0.00116 
1.38350 1.40000 -0.00124 
1.38276 1.40000 -0.00133 
1.38197 1.40000 -0.00143 
1.38114 1.40000 -0.00154 
1.38024 1.40000 -0.00165 
1.37929 1.40000 -0.00176 
1.37828 1.40000 -0.00189 
1.37719 1.40000 -0.00202 
1.37604 1.40000 -0.00216 
1.37481 1.40000 -0.00231 
1.37350 1.40000 -0.00247 
1.37210 1.40000 -0.00265 
1.37060 1.40000 -0.00283 
1.36901 1.40000 -0.00302 
1.36731 1.40000 -0.00323 
1.36550 1.40000 -0.00346 
1.36358 1.40000 -0.00369 
1.36152 1.40000 -0.00395 
1.35933 1.40000 -0.00422 
1.35699 1.40000 -0.00451 
1.35450 1.40000 -0.00482 
1.35185 1.40000 -0.00514 
1.34903 1.40000 -0.00549 
1.34603 1.40000 -0.00586 
1.34284 1.40000 -0.00624 
1.33945 1.40000 -0.00665 
1.33584 1.40000 -0.00708 
1.33202 1.40000 -0.00754 
1.32796 1.40000 -0.00801 
1.32366 1.40000 -0.00851 
1.31910 1.40000 -0.00903 
1.31428 1.40000 -0.00957 
1.30919 1.40000 -0.01013 
1.30381 1.40000 -0.01072 
1.29814 1.40000 -0.01132 
1.29217 1.40000 -0.01195 
1.28590 1.40000 -0.01259 
1.27930 1.40000 -0.01325 
1.27240 1.40000 -0.01394 
1.26517 1.40000 -0.01464 
1.25762 1.40000 -0.01536 
1.24975 1.40000 -0.01609 
1.24155 1.40000 -0.01684 
1.23305 1.40000 -0.01760 
1.22424 1.40000 -0.01838 
1.21514 1.40000 -0.01917 
1.20575 1.40000 -0.01996 
1.19609 1.40000 -0.02075 
1.18618 1.40000 -0.02154 
1.17604 1.40000 -0.02232 
1.16569 1.40000 -0.02309 
1.15517 1.40000 -0.02383 
1.14448 1.40000 -0.02453 
1.13367 1.40000 -0.02520 
1.12276 1.40000 -0.02582 
1.11179 1.40000 -0.02639 
1.10078 1.40000 -0.02689 
1.08978 1.40000 -0.02732 
1.07880 1.40000 -0.02769 
1.06789 1.40000 -0.02799 
1.05708 1.40000 -0.02821 
1.04640 1.40000 -0.02836 
1.03587 1.40000 -0.02845 
1.02552 1.40000 -0.02847 
1.01538 1.40000 -0.02843 
1.00547 1.40000 -0.02834 
0.99582 1.40000 -0.02819 
0.98643 1.40000 -0.02801 
0.97732 1.40000 -0.02779 
0.96851 1.40000 -0.02753 
0.96001 1.40000 -0.02724 
0.95182 1.40000 -0.02693 
0.94395 1.40000 -0.02660 
0.93639 1.40000 -0.02626 
0.92917 1.40000 -0.02589 
0.92226 1.40000 -0.02551 
0.91567 1.40000 -0.02513 
0.90939 1.40000 -0.02473 
0.90342 1.40000 -0.02433 
0.89775 1.40000 -0.02392 
0.89237 1.40000 -0.02350 
0.88728 1.40000 -0.02309 
0.88246 1.40000 -0.02267 
0.87900 1.39955 -0.02453 
0.87750 1.39830 -0.02920 
0.87169 1.39918 -0.03392 
0.86598 1.40006 -0.03551 
0.86165 1.40039 -0.03650 
0.85753 1.40073 -0.03664 
0.85408 1.40084 -0.03677 
0.85087 1.40094 -0.03666 
0.84802 1.40093 -0.03662 
0.84539 1.40091 -0.03657 
0.84297 1.40086 -0.03655 
0.84067 1.40083 -0.03648 
0.83847 1.40083 -0.03636 
0.83635 1.40086 -0.03618 
0.83431 1.40093 -0.03595 
0.83234 1.40102 -0.03567 
0.83041 1.40116 -0.03533 
0.82852 1.40133 -0.03492 
0.82666 1.40154 -0.03445 
0.82482 1.40180 -0.03390 
0.82300 1.40209 -0.03327 
0.82121 1.40242 -0.03255 
0.81944 1.40277 -0.03173 
0.81771 1.40314 -0.03082 
0.81603 1.40353 -0.02980 
0.81441 1.40390 -0.02867 
0.81289 1.40426 -0.02744 
0.81148 1.40459 -0.02612 
0.81019 1.40488 -0.02472 
0.80904 1.40511 -0.02326 
0.80804 1.40528 -0.02175 
0.80720 1.40539 -0.02022 
0.80652 1.40543 -0.01870 
0.80599 1.40541 -0.01720 
0.80561 1.40532 -0.01575 
0.80536 1.40517 -0.01435 
0.80524 1.40497 -0.01302 
0.80523 1.40473 -0.01178 
0.80532 1.40444 -0.01064 
0.80549 1.40412 -0.00959 
0.80573 1.40378 -0.00866 
0.80603 1.40341 -0.00783 
0.80637 1.40304 -0.00711 
0.80674 1.40265 -0.00649 
0.80713 1.40227 -0.00598 
0.80753 1.40190 -0.00557 
0.80792 1.40154 -0.00525 
0.80830 1.40119 -0.00503 
0.80866 1.40087 -0.00488 
0.80897 1.40058 -0.00482 
0.80924 1.40032 -0.00480 
0.80942 1.40013 -0.00486 
0.80948 1.40000 -0.00466 
0.80933 1.40000 -0.00436 
0.80919 1.40000 -0.00407 
0.80907 1.40000 -0.00379 
0.80895 1.40000 -0.00351 
0.80884 1.40000 -0.00323 
0.80875 1.40000 -0.00294 
0.80866 1.40000 -0.00267 
0.80858 1.40000 -0.00240 
0.80851 1.40000 -0.00214 
0.80845 1.40000 -0.00186 
0.80840 1.40000 -0.00156 
0.80836 1.40000 -0.00132 
0.80832 1.40000 -0.00110 
0.80829 1.40000 -0.00075 
0.80827 1.40000 -0.00036 
0.80826 1.40000 -0.00009 
0.80816 1.40005 -0.00008 
0.80805 1.40012 -0.00002 
0.80802 1.40014 0.00023 
0.80839 1.39994 -0.00000 
0.80812 1.40011 -0.00057 
0.80791 1.40025 -0.00096 
0.80759 1.40046 -0.00125 
0.80715 1.40074 -0.00147 
0.80674 1.40101 -0.00172 
0.80618 1.40138 -0.00185 
0.80568 1.40171 -0.00199 
0.80505 1.40212 -0.00201 
0.80444 1.40253 -0.00200 
0.80378 1.40297 -0.00187 
0.80311 1.40343 -0.00165 
0.80244 1.40388 -0.00139 
0.80174 1.40437 -0.00096 
0.80106 1.40485 -0.00053 
0.80036 1.40535 0.00009 
0.79969 1.40584 0.00074 
0.79903 1.40633 0.00153 
0.79840 1.40681 0.00241 
0.79781 1.40728 0.00341 
0.79727 1.40772 0.00451 
0.79679 1.40815 0.00572 
0.79637 1.40854 0.00704 
0.79604 1.40891 0.00846 
0.79580 1.40923 0.00998 
0.79566 1.40950 0.01159 
0.79563 1.40972 0.01330 
0.79573 1.40988 0.01508 
0.79596 1.40998 0.01694 
0.79635 1.41000 0.01886 
0.79690 1.40995 0.02082 
0.79763 1.40982 0.02281 
0.79854 1.40959 0.02481 
0.79966 1.40927 0.02679 
0.80099 1.40885 0.02874 
0.80255 1.40831 0.03061 
0.80435 1.40766 0.03240 
0.80638 1.40690 0.03399 
0.80867 1.40601 0.03545 
0.81117 1.40504 0.03656 
0.81394 1.40393 0.03748 
0.81681 1.40279 0.03786 
0.81999 1.40152 0.03800 
0.82307 1.40032 0.03739 
0.82651 1.39896 0.03640 
0.82952 1.39787 0.03446 
0.83286 1.39665 0.03179 
0.83517 1.39604 0.02787 
0.83703 1.39574 0.02220 
0.83467 1.39790 0.01620 
0.83255 1.40000 0.01648 
0.83425 1.40000 0.01677 
0.83606 1.40000 0.01707 
0.83799 1.40000 0.01737 
0.84004 1.40000 0.01769 
0.84224 1.40000 0.01802 
0.84457 1.40000 0.01836 
0.84706 1.40000 0.01871 
0.84971 1.40000 0.01908 
0.85253 1.40000 0.01945 
0.85553 1.40000 0.01983 
0.85872 1.40000 0.02022 
0.86212 1.40000 0.02061 
0.86572 1.40000 0.02102 
0.86954 1.40000 0.02142 
0.87360 1.40000 0.02184 
0.87790 1.40000 0.02225 
0.88246 1.40000 0.02267 
0.88728 1.40000 0.02309 
0.89237 1.40000 0.02350 
0.89775 1.40000 0.02392 
0.90342 1.40000 0.02433 
0.90939 1.40000 0.02473 
0.91567 1.40000 0.02513 
0.92226 1.40000 0.02551 
0.92917 1.40000 0.02589 
0.93639 1.40000 0.02626 
0.94395 1.40000 0.02660 
0.95182 1.40000 0.02693 
0.96001 1.40000 0.02724 
0.96851 1.40000 0.02753 
0.97732 1.40000 0.02779 
0.98643 1.40000 0.02801 
0.99582 1.40000 0.02819 
1.00547 1.40000 0.02834 
1.01538 1.40000 0.02843 
1.02552 1.40000 0.02847 
1.03587 1.40000 0.02845 
1.04640 1.40000 0.02836 
1.05708 1.40000 0.02821 
1.06789 1.40000 0.02799 
1.07880 1.40000 0.02769 
1.08978 1.40000 0.02732 
1.10078 1.40000 0.02689 
1.11179 1.40000 0.02639 
1.12276 1.40000 0.02582 
1.13367 1.40000 0.02520 
1.14448 1.40000 0.02453 
1.15517 1.40000 0.02383 
1.16569 1.40000 0.02309 
1.17604 1.40000 0.02232 
1.18618 1.40000 0.02154 
1.19609 1.40000 0.02075 
1.20575 1.40000 0.01996 
1.21514 1.40000 0.01917 
1.22424 1.40000 0.01838 
1.23305 1.40000 0.01760 
1.24155 1.40000 0.01684 
1.24975 1.40000 0.01609 
1.25762 1.40000 0.01536 
1.26517 1.40000 0.01464 
1.27240 1.40000 0.01394 
1.27930 1.40000 0.01325 
1.28590 1.40000 0.01259 
1.29217 1.40000 0.01195 
1.29814 1.40000 0.01132 
1.30381 1.40000 0.01072 
1.30919 1.40000 0.01013 
1.31428 1.40000 0.00957 
1.31910 1.40000 0.00903 
1.32366 1.40000 0.00851 
1.32796 1.40000 0.00801 
1.33202 1.40000 0.00754 
1.33584 1.40000 0.00708 
1.33945 1.40000 0.00665 
1.34284 1.40000 0.00624 
1.34603 1.40000 0.00586 
1.34903 1.40000 0.00549 
1.35185 1.40000 0.00514 
1.35450 1.40000 0.00482 
1.35699 1.40000 0.00451 
1.35933 1.40000 0.00422 
1.36152 1.40000 0.00395 
1.36358 1.40000 0.00369 
1.36550 1.40000 0.00346 
1.36731 1.40000 0.00323 
1.36901 1.40000 0.00302 
1.37060 1.40000 0.00283 
1.37210 1.40000 0.00265 
1.37350 1.40000 0.00247 
1.37481 1.40000 0.00231 
1.37604 1.40000 0.00216 
1.37719 1.40000 0.00202 
1.37828 1.40000 0.00189 
1.37929 1.40000 0.00176 
1.38024 1.40000 0.00165 
1.38114 1.40000 0.00154 
1.38197 1.40000 0.00143 
1.38276 1.40000 0.00133 
1.38350 1.40000 0.00124 
1.38419 1.40000 0.00116 
1.38484 1.40000 0.00107 
1.38545 1.40000 0.00100 
1.38602 1.40000 0.00093 
1.38656 1.40000 0.00086 
1.38706 1.40000 0.00080 
1.38753 1.40000 0.00074 
1.38798 1.40000 0.00068 
1.38839 1.40000 0.00063 
1.38878 1.40000 0.00058 
1.38915 1.40000 0.00053 
1.38949 1.40000 0.00049 
1.38981 1.40000 0.00045 
1.39011 1.40000 0.00041 
1.39040 1.40000 0.00037 
1.39066 1.40000 0.00034 
1.39091 1.40000 0.00031 
1.39114 1.40000 0.00028 
1.39136 1.40000 0.00025 
1.39156 1.40000 0.00022 
1.39174 1.40000 0.00020 
1.39192 1.40000 0.00018 
1.39208 1.40000 0.00016 
1.39223 1.40000 0.00014 
1.39237 1.40000 0.00012 
1.39250 1.40000 0.00010 
1.39261 1.40000 0.00009 
1.39272 1.40000 0.00008 
1.39282 1.40000 0.00006 
1.39290 1.40000 0.00005 
1.39298 1.40000 0.00004 
1.39305 1.40000 0.00003 
1.39311 1.40000 0.00002 
1.39316 1.40000 0.00002 
1.39321 1.40000 0.00001 
1.39324 1.40000 0.00001 
1.39327 1.40000 0.00000 
1.39329 1.40000 0.00000 
1.39330 1.40000 0.00000 
1.39331 1.40000 0.00000 

ZONE T="SLICE_Y_0p1_BINS07_KS_1mm_FINAL_LAYER"
1.02809 0.10000 -0.00000 
1.02786 0.10000 -0.00003 
1.02746 0.10000 -0.00008 
1.02719 0.10000 -0.00011 
1.02669 0.10000 -0.00017 
1.02639 0.10000 -0.00021 
1.02578 0.10000 -0.00029 
1.02544 0.10000 -0.00033 
1.02468 0.10000 -0.00042 
1.02432 0.10000 -0.00047 
1.02336 0.10000 -0.00059 
1.02298 0.10000 -0.00063 
1.02178 0.10000 -0.00078 
1.02141 0.10000 -0.00083 
1.01988 0.10000 -0.00102 
1.01955 0.10000 -0.00106 
1.01761 0.10000 -0.00130 
1.01736 0.10000 -0.00133 
1.01487 0.10000 -0.00164 
1.01481 0.10000 -0.00164 
1.01405 0.10000 -0.00174 
1.01159 0.10000 -0.00204 
1.01130 0.10000 -0.00208 
1.00766 0.10000 -0.00253 
1.00419 0.10000 -0.00296 
1.00294 0.10000 -0.00311 
0.99950 0.10000 -0.00354 
0.99727 0.10000 -0.00381 
0.99413 0.10000 -0.00420 
0.99047 0.10000 -0.00466 
0.98804 0.10000 -0.00496 
0.98231 0.10000 -0.00567 
0.98058 0.10000 -0.00588 
0.97340 0.10000 -0.00677 
0.96852 0.10000 -0.00737 
0.96447 0.10000 -0.00787 
0.95640 0.10000 -0.00887 
0.95552 0.10000 -0.00898 
0.95162 0.10000 -0.00945 
0.94599 0.10000 -0.01014 
0.94480 0.10000 -0.01028 
0.93649 0.10000 -0.01128 
0.93325 0.10000 -0.01167 
0.92696 0.10000 -0.01242 
0.92170 0.10000 -0.01303 
0.91754 0.10000 -0.01352 
0.91000 0.10000 -0.01438 
0.90830 0.10000 -0.01458 
0.90088 0.10000 -0.01542 
0.89918 0.10000 -0.01561 
0.89879 0.10000 -0.01565 
0.89030 0.10000 -0.01659 
0.88767 0.10000 -0.01688 
0.88181 0.10000 -0.01752 
0.87519 0.10000 -0.01823 
0.87211 0.10000 -0.01856 
0.86891 0.10000 -0.01890 
0.86371 0.10000 -0.01944 
0.85926 0.10000 -0.01991 
0.85553 0.10000 -0.02029 
0.85101 0.10000 -0.02075 
0.84559 0.10000 -0.02130 
0.84299 0.10000 -0.02156 
0.84116 0.10000 -0.02175 
0.83268 0.10000 -0.02259 
0.83179 0.10000 -0.02268 
0.82861 0.10000 -0.02299 
0.82260 0.10000 -0.02358 
0.82093 0.10000 -0.02374 
0.81374 0.10000 -0.02443 
0.81142 0.10000 -0.02465 
0.80789 0.10000 -0.02499 
0.80344 0.10000 -0.02541 
0.79783 0.10000 -0.02594 
0.79777 0.10000 -0.02594 
0.79296 0.10000 -0.02639 
0.78760 0.10000 -0.02689 
0.78702 0.10000 -0.02694 
0.78542 0.10000 -0.02709 
0.78045 0.10000 -0.02754 
0.77829 0.10000 -0.02774 
0.77316 0.10000 -0.02821 
0.76558 0.10000 -0.02889 
0.76492 0.10000 -0.02895 
0.76450 0.10000 -0.02898 
0.76130 0.10000 -0.02927 
0.75687 0.10000 -0.02966 
0.75607 0.10000 -0.02973 
0.75125 0.10000 -0.03016 
0.74643 0.10000 -0.03058 
0.74568 0.10000 -0.03064 
0.74503 0.10000 -0.03070 
0.73967 0.10000 -0.03116 
0.73614 0.10000 -0.03147 
0.73242 0.10000 -0.03179 
0.72788 0.10000 -0.03217 
0.72403 0.10000 -0.03250 
0.71960 0.10000 -0.03287 
0.71456 0.10000 -0.03329 
0.71141 0.10000 -0.03355 
0.70536 0.10000 -0.03405 
0.70510 0.10000 -0.03407 
0.69867 0.10000 -0.03459 
0.69673 0.10000 -0.03475 
0.68964 0.10000 -0.03531 
0.68734 0.10000 -0.03549 
0.68461 0.10000 -0.03571 
0.67942 0.10000 -0.03611 
0.67559 0.10000 -0.03641 
0.67094 0.10000 -0.03677 
0.66422 0.10000 -0.03727 
0.66355 0.10000 -0.03732 
0.66293 0.10000 -0.03737 
0.65605 0.10000 -0.03788 
0.64952 0.10000 -0.03835 
0.64854 0.10000 -0.03842 
0.64485 0.10000 -0.03868 
0.64063 0.10000 -0.03898 
0.63977 0.10000 -0.03904 
0.63231 0.10000 -0.03956 
0.62983 0.10000 -0.03972 
0.62532 0.10000 -0.04003 
0.62041 0.10000 -0.04035 
0.61792 0.10000 -0.04051 
